authorname	interest1	interest2	interest3	interest4	interest5
Xueyi Wang	support vector machine	cloud computing	resource allocation
Abbas Nayebi	performance evaluation	wireless networks	interconnection networks
Anand Deshpande	image processing	video processing	artificial intelligence
Judy C. R. Tseng	big data	e learning	data mining
Mohammad-Reza Khayyambashi	distributed systems	computer networks	cloud computing
Vineet Abhishek	machine learning	statistics	game theory
Lucinéia Heloisa Thom	business process management	healthcare	ontology
Thibault Cholez	networking	security	network management
Denzil Ferreira	mobile computing	context awareness	ubiquitous computing
Tomohiro Kuroda	ubiquitous computing	wearable computer	medical informatics
Dominik Aufderheide	computer vision	image processing	automation
Hanêne Trichili	image processing	biometrics	security
Fatih Kahraman	remote sensing	image processing	crowdsourcing
Gilles Nachouki	data integration	semantic web	information systems
Linke Guo	security	privacy	wireless network
Baharan Mirzasoleiman	data mining	machine learning	social networks
Brian Anderson	control systems	signal processing	communications
Vitaly Schetinin	computational intelligence	statistics	bayesian inference
Neil Burch	artificial intelligence	game theory	machine learning
Andreas Klappenecker	quantum computing	wavelets	distributed computing
José Miguel Vilca	robotics	mobile robots	motion planning
João Paulo Costeira	signal processing	computer vision	robotics
Emiliano Miluzzo	pervasive computing	ubiquitous computing	mobile computing
Samit Ari	artificial intelligence	pattern recognition	signal processing
Mohamed Feham	computer science	communication systems	wireless networks
Oluwakayode Onireti	mimo	energy efficiency	self organization
Ivan Kolesov	computer vision	medical image processing	biomedical informatics
Benjamin Duthil	data mining	sentiment analysis	fuzzy logic
Jianqing Fan	statistics	machine learning	economics
Verónika Peralta	data quality	databases	information systems
Fethullah Karabiber	data mining	machine learning	image processing
Alain Patey	cryptography	information theory	biometrics
Kyle Chard	computer science	cloud computing	scientific computing
Iker Alustiza	information theory	signal processing	communications
Edward Schmerling	robotics	motion planning	artificial intelligence
Saud Althunibat	wireless communications	cognitive radio	energy efficiency
Vasile Sima	control theory	numerical linear algebra	scientific computations
Néstor V. Queipo	machine learning	optimization	robust
Sebastian Schmiedeke	classification	machine learning	computer vision
Yngvi Björnsson	artificial intelligence	heuristic search	computer games
Armin Biere	formal verification	model checking	testing
Gennaro Percannella	pattern recognition	computer vision	video processing
Shin Ando	data mining	machine learning	artificial intelligence
Gilles Geeraerts	formal methods	game theory	complexity theory
Marek Hatala	user modeling	learning analytics	artificial intelligence
Kang Peng	complex systems	complexity	time series analysis
Satoshi Oyama	artificial intelligence	machine learning	information retrieval
Andrada Tatu	information visualization	visual analytics	data mining
Sébastien Gadat	statistics	probability	optimization
Alejandro Montes García	web engineering	human computer interaction	privacy
Ahmed Rafea	natural language processing	machine translation	text mining
Mario Martínez-Zarzuela	computer vision	virtual	augmented reality
Valeri Mladenov	electrical engineering	signal processing	artificial intelligence
Yannick Verdie	artificial intelligence	computer vision	robotic
Grzegorz Cielniak	artificial intelligence	computer vision	pattern recognition
Benno Schwikowski	systems biology	data integration	computational modelling
Tommer Leyvand	computer graphics	computer vision	machine learning
Martin Chmelik	game theory	automata theory	algorithms
Uwe Aickelin	biomedical informatics	machine learning	data mining
Yimeng Zhang	computer vision	machine learning	pattern recognition
Karl Aberer	information management	data management	data integration
Norihiro Ishikawa	computer network	mobile computing	ubiquitous computing
Jason Mahdjoub	multi agent systems	decision making	image processing
Markus Kettern	computer vision	computer graphics	image processing
Riccardo Bonazzi	project management	business model	information systems
Stefano Gualandi	operations research	combinatorial optimization	constraint programming
C.-C. Wang	machine vision	data mining	healthcare
Costantina Caruso	computer security	data security	network security
Longqi Yang	personalization	user modeling	recommender systems
Ivo Anastácio	information retrieval	information extraction	machine learning
Christine Julien	pervasive computing	mobile computing	software engineering
S. Veera Ragavan	robotics	modeling	automation
Rifat Shahriyar	memory management	garbage collection	virtual machine
Stefan Engblom	numerical analysis	scientific computing	applied mathematics
Maryamsadat Tahavori	modeling	optimization	process control
Enrico Franconi	knowledge representation	artificial intelligence	databases
Giovanni Maria Farinella	computer vision	image processing	machine learning
Leif Johnson	speech recognition	cognitive science	neural networks
Rodrigo Olivares	optimization	optimization problems	artificial intelligence
Jierui Xie	algorithm design	data mining	machine learning
Jean Yang	formal methods	security	privacy
Jinseok Yang	power management	statistical learning	control theory
Chi-Keung Tang	computer vision	computer graphics	human computer interaction
Javier Portilla	image processing	computer vision	statistics
Petar Ristoski	semantic web	data mining	machine learning
Slobodan Vucetic	data mining	machine learning	biomedical informatics
Oleksii Starov	cyber security	privacy	software testing
Ramyar Saeedi	embedded systems	signal processing	mobile computing
Achim Ebert	human computer interaction	computer graphics	visualization
Lorenzo Vangelista	telecommunications	signal processing	internet of things
Bilal Zaka	cloud computing	knowledge management	distance learning
V. Ganesh	software engineering	formal methods	testing
Manel Zarrouk	natural language processing	linked data	data mining
Xiaorui Wang	power management	data centers	computer architecture
Stefan Ingi Adalbjornsson	recommender system	machine learning	convex optimization
Dan Bogdanov	secure computation	privacy	data mining
Krishnamoorthy Srikumar	personalization	e commerce	machine learning
Sule Yildirim	artificial intelligence	robotics	biometrics
Heidi Christensen	speech recognition	assistive technology	human computer interaction
Sean W. M. Siqueira	information systems	semantic web	education
Oscar Bejarano	wireless networking	wireless communications	communication networks
Haitao Wei	parallel computing	compiler	optimization
Ovidiu Serban	data processing	natural language processing	machine learning
Herbert Meyr	operations management	supply chain management	operations research
Carl Frélicot	classification	clustering	fuzzy sets
Kameron Decker Harris	neuroscience	dynamical systems	networks
Rolf Clauberg	physics	computer architecture	computer networks
Ke Tang	artificial intelligence	evolutionary computation	machine learning
Subhamoy Mandal	image processing	medical imaging	magnetic resonance imaging
Mimoun Malki	reverse engineering	ontology engineering	linked data
Olli Pitkänen	privacy	social media	information technology
Photchara Ratsamee	robotics	human robot interaction	computer vision
Todor Ganchev	machine learning	speech	biometrics
J. Manuel Colmenar	optimization	evolutionary algorithms	genetic algorithms
Spiros Likothanassis	computational intelligence	bioinformatics	web applications
Adam Pauls	natural language processing	machine learning	machine translation
Lorenzo Dematté	parallel computing	modeling	computational biology
Iker Sobron	cognitive radio	wireless communications	adaptive filtering
Justino Martínez	computational physics	scientific computation	remote sensing
Alfredo Nantes	artificial intelligence	machine learning	pattern recognition
Bian Yang	biometrics	identity management	data privacy
John C. S. Lui	communication networks	performance evaluation	system security
Iman Elghandour	cloud computing	database	distributed systems
Man Lin	reliability	security	intelligent systems
Zhouhui Lian	computer vision	computer graphics	pattern recognition
Alireza Ghaffarkhah	computer networking	software engineering	robotics
Eithon Cadag	bioinformatics	computational biology	medical informatics
Ammar Mohemmed	artificial intelligence	neural network	computer vision
Nina Gierasimczuk	logic	mathematics	artificial intelligence
Fatin Said	wireless communications	mimo	cognitive radio
Yifeng Xu	computational mathematics	numerical analysis	finite element methods
Hung Tran-The	numerical analysis	inverse problem	modelling
Hemant Kumar Mehta	cloud computing	parallel computing	grid computing
Jonas Richiardi	pattern recognition	signal processing	neuroimaging
Wenting Xiong	artificial intelligence	natural language processing	human computer interaction
Adrien Baranes	artificial intelligence	robotics	neuroscience
Esteban Vázquez-Fernández	face recognition	computer vision	image processing
Frank Woittennek	automatic control	control systems	control theory
Maximilian Schlund	theoretical computer science	automata	formal languages
Pascal Ravesteyn	business process management	business models	information management
Anqi Cui	sentiment analysis	text mining	question answering
Chad Williams	data mining	recommender systems	mobile applications
Gary Hackbarth	healthcare	project management	information technology
Steven Cheung	computer security	network security	networking
Muhammad Omer Bin Saeed	adaptive systems	signal processing	communications
Paulito P. Palmes	data mining	artificial intelligence	neural network
Nicolas Jozefowiez	operations research	combinatorial optimization	transportation
Felix Halim	algorithms	distributed systems	web technology
Moez Yeddes	formal methods	discrete event systems	hybrid systems
Teng Qiu	machine learning	computer vision	pattern recognition
Naimdjon Takhirov	data management	semantic web	knowledge extraction
M. Xu	machine learning	artificial intelligence	computer vision
Younghee Kwon	artificial intelligence	machine learning	computer vision
Tom Goldstein	machine learning	distributed computing	computer vision
Zhiyuan Tan	network	intrusion detection	pattern recognition
Pradeep Shenoy	neuroscience	cognitive psychology	machine learning
Minglu Li	vehicular networks	big data	cloud computing
Radim Baca	data management	data analysis	machine learning
Markus Diesmann	neuroscience	computer science	simulation
Daniele Maccagnola	machine learning	clustering	bioinformatics
Aniket Mahanti	computer networks	distributed systems	performance evaluation
Franco Cicirelli	multi agent systems	real time systems	complex systems
Régis Alenda	knowledge representation	reasoning	logic
Pedro Sobral	computer networks	sensor networks	cloud computing
Andrei Sleptchenko	transportation	inventory control	stochastic models
Kaori Fujinami	ubiquitous computing	activity recognition	human computer interaction
C.-H. Chen	networks	graphics	communications
Dayron Rizo-Rodriguez	face recognition	biometrics	image processing
Samir Benbelkacem	software engineering	human computer interaction	augmented reality
Atilim Günes Baydin	machine learning	artificial intelligence	evolutionary algorithms
Yoann Baveye	affective computing	computer vision	image processing
Stephen C. H. Leung	supply chain management	operations management	computational intelligence
Gwangsun Kim	computer architecture	interconnection networks	gpgpu
Aria Alasty	control systems	dynamic systems	robotics
Martin Homola	artificial intelligence	logic	knowledge representation
Huijuan Xu	computer vision	machine learning	natural language processing
Sergiu Carpov	operations research	combinatorial optimization	parallelism
Mario Goldenbaum	information theory	communications	signal processing
Jannik Matuschke	combinatorial optimization	operations research	theoretical computer science
Binh Viet Phan	databases	xml	artificial intelligence
Alaeddin Malek	numerical solutions	optimization	neural networks
Lu Shen	digital filters	digital signal processing	optimization
Nicolas Dugué	clustering	text mining	complex networks
Dennis Sundman	compressed sensing	optimization	signal processing
Erdal Kuzey	information extraction	knowledge bases	data mining
Richard Orton	computational biology	systems biology	bioinformatics
Lars Erik Holmquist	ubiquitous computing	human computer interaction	interaction design
Saeed Shiry	robotics	machine learning	computer vision
Ricardo Nakamura	augmented reality	human computer interaction	computer graphics
Eric Rowland	combinatorics	number theory	automata
Patrick Simen	decision making	psychology	neuroscience
Vito Claudio Ostuni	recommender systems	semantic web	linked data
Nicola Amoroso	medical imaging	pattern recognition	complex networks
Diyi Chen	nonlinear dynamics	nonlinear control	power system
Chaoqiang Zhang	model checking	software verification	software testing
Pietro Storniolo	bioinformatics	networking	artificial intelligence
G. S. Anandha Mala	natural language processing	grid computing	data mining
Aik Choon Tan	bioinformatics	computational biology	biomedical informatics
Raphaël Fonteneau	decision making	reinforcement learning	optimal control
Stylianos Gisdakis	security	privacy	trust
Michael Hind	programing languages	program analysis	optimization
Jacqueline Walker	telecommunications	audio signal processing	speech processing
Alwyn Goodloe	formal methods	programming languages	distributed systems
Jordi Pagès	computer vision	robotics	machine learning
Markus Leinonen	wireless sensor networks	compressed sensing	information theory
Saining Xie	deep learning	machine learning	computer vision
Mike Wu	computer science	human computer interaction	assistive technologies
Burak Erem	medical imaging	signal processing	nonlinear dynamics
Curtis Yu	distributed systems	software defined networks	cloud computing
Shahrin Sahib	networking	security	parallel processing
Mariem Mahfoudh	ontologies	knowledge management	semantic web
Christian Urban	programming languages	compilers	formal methods
Tobias Sing	bioinformatics	computational biology	machine learning
Virginie Thion	databases	data quality	information systems
Shervin Javdani	robotics	machine learning	artificial intelligence
Jakob Mund	computer science	software engineering	requirements engineering
Malika Meghjani	robotics	computer vision	machine learning
Mizanur Rahman	cryptography	software security	information security
Alberto Cano	artificial intelligence	data mining	classification
Abdelhak Mourad Guéroui	wireless networks	network architecture	cloud computing
Hogun Park	data mining	machine learning	natural language processing
Xuanchun Dong	applied mathematics	numerical analysis	computational physics
Abhijit Karmakar	vlsi design	digital signal processing	speech
Andy Tseng	information management	enterprise architecture	data modelling
Salvatore Romeo	natural language processing	text mining	machine learning
Pabitra Mohan Khilar	distributed computing	fault tolerance	wireless communications
Alireza Mahdian	algorithm	graph theory	machine learning
John Slankas	security	access control	natural language processing
Dimosthenis Pediaditakis	distributed systems	cloud computing	virtualization
Qixing Wang	cyber physical systems	real time systems	embedded systems
Thomas Lippincott	natural language processing	machine learning	bayesian models
Andreas Raue	computational biology	systems biology	bioinformatics
Sirapat Chiewchanwattana	machine learning	neural network	intelligent computing
Barbara Bruno	wearable computing	ambient intelligence	human robot interaction
Swarun Kumar	communication	networks	security
Mihir Jain	computer vision	visual search	machine learning
Simone Garatti	randomized algorithms	system identification	stochastic optimization
Eglantine Camby	graph theory	complexity	optimization
Frieder Ganz	machine learning	reasoning	wireless sensor networks
Yitan Zhu	bioinformatics	systems biology	machine learning
Gustavo Vejarano	cyber physical systems	cognitive radios	networking
Miia Kosonen	knowledge management	online communities	social media
Keisuke Otaki	data mining	machine learning	formal concept analysis
Reinhard von Hanxleden	real time systems	model driven engineering	graph drawing
Huseyin Ince	support vector machines	neural networks	artificial intelligence
Andreas Kaschig	information systems	collaboration	knowledge management
Fabio Petroni	machine learning	recommender systems	natural language processing
Sébastien Fournier	information retrieval	classification	semantics
Pietro Palladino	graph drawing	visualization	algorithms
Hon Pong Ho	computer vision	medical image analysis	diffusion tensor imaging
Pinaki Sarkar	combinatorics	discrete mathematics	number theory
Kathryn Dempsey	bioinformatics	big data	systems biology
Francesco Fedele	fluid mechanics	probability	statistics
Kevin Verbeek	computational geometry	social network analysis	graph drawing
Thomas Ledoux	software engineering	cloud computing	autonomic computing
Yacine Atif	internet of things	semantic web	social networks
Krothapalli Sreenivasa Rao	speech processing	signal processing	machine learning
Stanislav Kikot	mathematical logic	artificial intelligence	knowledge representation
Atta Norouzian	automatic speech recognition	machine learning	pattern recognition
Berk Gökberk	biometrics	face recognition	machine learning
Thomas Hübner	computational biology	bioinformatics	molecular dynamics
Mansour Alsaleh	internet	network security	data mining
Kristiina Karvonen	usability	user experience	human computer interaction
Yipeng Li	computer vision	image processing	robotics
Firas Mualla	image processing	machine learning	pattern recognition
Martin Bateman	computer networks	transport protocols	security
Alessandro Ghio	machine learning	computational intelligence	data mining
Bernd Ploderer	human computer interaction	social computing	health informatics
Todd D. Murphey	robotics	control theory	hybrid systems
Marcin Budka	machine learning	data mining	predictive modelling
Reza Madankan	stochastic processes	computational biology	medical imaging
Xiaowen Gong	wireless networking	mobile computing	crowdsourcing
Raef Bassily	data privacy	machine learning	data analysis
Pascal Bertolino	image processing	image segmentation	object tracking
Paolo Toth	operations research	combinatorial optimization	algorithms
Diego Fernández Slezak	neuroscience	artificial intelligence	education
Zbigniew Tarapata	analysis of algorithms	computer simulation	decision support systems
Wenqi Zhou	information systems	marketing	e commerce
Maria Svorenova	formal verification	game theory	temporal logics
Nikos Dimokas	data management	distributed systems	mobile computing
Armando Segatori	machine learning	computational intelligence	big data
Nikolaus Rajewsky	systems biology	gene regulation	genomics
Davide Ceolin	trust	semantic web	machine learning
Thaís Batista	software engineering	middleware	distributed systems
Eftim Zdravevski	data mining	machine learning	parallel programming
Shibiao Wan	bioinformatics	computational biology	machine learning
Jakob Rogstadius	social computing	visualization	text mining
Aristeidis Sotiras	computer vision	medical image analysis	image processing
Altaf Ahmad Huqqani	cloud computing	distributed computing	gpgpu
Wenbo He	pervasive computing	cloud computing	security
Hossein Azizpour	computer vision	machine learning	deep learning
Yanjun Qi	machine learning	data mining	bioinformatics
Masahiro Toyoura	computer graphics	image processing	augmented reality
Necmiye Ozay	control theory	system identification	formal methods
Dongming Wang	symbolic computation	automated reasoning	knowledge management
B. Baykant Alagoz	design	simulation	physics
Emanuele Lattanzi	wireless sensor networks	power management	embedded systems
Brendan McCane	computer vision	machine learning	pattern recognition
Olivier Lévêque	information theory	wireless communications	probability
Riyaz Sikora	artificial intelligence	machine learning	multi agent systems
Saso Karakatic	machine learning	data mining	natural language processing
Sunirmal Khatua	cloud computing	mobile computing	bioinformatics
Elisenda Molina	operations research	game theory	social networks
Jundong Li	feature selection	data mining	machine learning
Vladimir Curic	image analysis	computer vision	mathematical modelling
Aiguo Wang	data mining	machine learning	activity recognition
Philipp Daumke	text mining	natural language processing	machine learning
Laukik Chitnis	distributed systems	grid computing	sensor networks
Karthik Gururaj	computer architecture	high level synthesis	optimizations
Kiyoshi Irie	robotics	machine learning	computer vision
Jacir Luiz Bordim	mobile computing	ad hoc networks	wireless networks
Girijesh Prasad	computational intelligence	predictive modelling	brain computer interface
Yannick Naudet	adaptive systems	knowledge based systems	recommender systems
J. Qin	process control	model predictive control	system identification
Zhaoyang Zhang	wireless communications	networking	information theory
Jin Han Lee	robotics	computer vision	machine learning
Peter Funk	artificial intelligence	decision support system	case based reasoning
Mac Schwager	robotics	multi agent systems	machine learning
Herbert Buchner	signal processing	statistics	machine learning
Carlos Aguilar Melchor	cryptography	security	privacy
Bingqiang Liu	mathematics	bioinformatics	algorithms
Sven Degroeve	machine learning	data analysis	statistics
Levent Burak Kara	computer aided design	computer graphics	geometric modeling
Gökmen Altay	computational biology	bioinformatics	machine learning
Arne Nordmann	domain specific languages	software architecture	robotics
Santiago Iturriaga	evolutionary algorithms	optimization problems	scheduling
Tetsunari Inamura	robotics	artificial intelligence	human robot interaction
Giovanni Chierchia	convex optimization	image processing	machine learning
Ethem Arkin	model driven engineering	software architecture	software product line
Antoine Manzanera	image processing	computer vision	parallel algorithms
Ravi Prakash	mobile computing	wireless networking	sensor networking
Nicolas Pasquier	data mining	machine learning	bioinformatics
Ilya Volkovich	theoretical computer science	computational complexity	game theory
Consuelo Gonzalo	image processing	remote sensing	medical image
Christos M. Dimitrakopoulos	bioinformatics	computational biology	artificial intelligence
Hayden Melton	program analysis	software metrics	software design
Robin Senge	data mining	machine learning	fuzzy logic
Juan P. Galeotti	software engineering	testing	verification
Yannis Georgalis	ambient intelligence	human computer interaction	distributed systems
Lora Aroyo	crowdsourcing	human computer interaction	personalization
Juan Carlos Merlano	communications	remote sensing	embedded systems
Dragos Sbirlea	task scheduling	memory management	static analysis
John Geraghty	simulation	modelling	supply chain management
Jérémy Rapin	deep learning	signal processing	computer science
Huishuai Zhang	machine learning	optimization	information theory
Perry D. Moerland	bioinformatics	computational biology	systems biology
Veronica Zammitto	usability	video games	user experience
Arpit Jain	computer vision	pattern recognition	image processing
Syed Imran Shafiq	knowledge engineering	knowledge representation	simulation
Jose Jeronimo	computer vision	machine learning	computational photography
Valerio Santarelli	artificial intelligence	knowledge representation	reasoning
Isaac Olusegun Osunmakinde	machine learning	computational intelligence	robotics
Sander Koelstra	machine learning	pattern recognition	image processing
Aravind Vasudevan	resource management	parallel	distributed comput
Jakob Wenzel	computer graphics	rendering	scientific computing
Chang D. Yoo	machine learning	signal processing	multimedia
Juan José Miranda Bront	operations research	combinatorial optimization	integer programming
Krishna Narayanan	coding theory	information theory	wireless communications
Janis Voigtländer	programming languages	program transformation	functional programming
Ana Peleteiro-Ramallo	artificial intelligence	multi agent systems	game theory
Cristina Ioana Muntean	information retrieval	recommender systems	machine learning
Pieter Audenaert	network modeling	graph theory	algorithms
Graham McNeill	networks	machine learning	visualization
Olcay Taner Yildiz	machine learning	natural language processing	bioinformatics
Anna Manolova Fagertun	telecommunications	optical networks	network design
Dan Tiba	mathematics	applied mathematics	optimal control
A. N. K. Nasir	artificial intelligence	soft computing	system identification
Diego Cazorla	parallel programming	high performance computing	formal methods
Xiaoran Wang	big data	machine learning	software engineering
Volkan Isler	robotics	sensor networks	computer vision
Huanfeng Shen	image processing	remote sensing	data fusion
Baikang Pei	computational biology	bioinformatics	genomics
Kashif Nizam Khan	cryptography	security	networking
Marc Dymetman	natural language processing	machine translation	machine learning
Ismel Brito	artificial intelligence	machine learning	bioinformatics
Adrian Constantin	mathematics	partial differential equations	fluid mechanics
Razvi Doomun	security	privacy	wireless networks
Golnoosh Samei	medical image analysis	machine learning	image segmentation
Wanderson Roger Azevedo Dias	computer architecture	embedded systems	high performance computing
Dheevatsa Mudigere	scientific computing	deep learning	high performance computing
Satashu Goel	wireless communication	wireless networks	information theory
Richard Berntsson-Svensson	requirements engineering	software quality	innovation
Yongli Ren	web search	collaborative filtering	data mining
William Yang Wang	machine learning	natural language processing	computational social science
Alexander Gammerman	machine learning	pattern recognition	bioinformatics
Aggelos K. Katsaggelos	communications	image processing	video processing
William Yang	neuroscience	genetics	molecular biology
Mehregan Mahdavi	recommender systems	big data	distributed systems
Asif Mahmood Mughal	biomechanics	control system	robust
Aysegul Dundar	artificial intelligence	deep learning	computer vision
Anshu Chittora	speech recognition	machine learning	natural language processing
Seema Jehan	artificial intelligence	software engineering	software testing
Mehdi Sedighi	quantum computing	embedded systems	high level synthesis
Sisu Xi	real time systems	virtualization	scheduling
Oumout Chouseinoglou	organizational learning	knowledge management	software engineering
Sukadev Meher	image processing	computer vision	signal processing
Alejandro Fernández Villaverde	systems biology	optimization	system identification
Doheon Lee	bioinformatics	medical informatics	systems biology
Marco Sacco	augmented reality	virtual reality	simulation
Mehdi Hosseinzadeh Aghdam	artificial intelligence	data mining	recommender systems
D. Johnson	algorithms	computer science	optimization
Declan Groves	machine translation	computational linguistics	natural language processing
Prateek Jindal	machine learning	natural language processing	parallel computing
Bruno Sielly Jales Costa	machine learning	computational intelligence	computer vision
Asadullah Shah	social media	multimedia	animation
Cássio M. M. Pereira	machine learning	data mining	data streams
David Aldavert	artificial intelligence	computer vision	pattern recognition
Deniz Gurkan	measurement	software defined networking	optical networks
Bradley Hayes	artificial intelligence	robotics	machine learning
Muhammad Ali Tahir	speech recognition	machine learning	pattern recognition
Matteo Negri	computational linguistics	natural language processing	artificial intelligence
Yizhar Lavner	speech	audio signal processing	scientific computing
Afshin Rahimi	computational linguistics	social network analysis	computational social science
Elspeth McKay	human computer interaction	information systems	instructional design
Debarghya Ghoshdastidar	machine learning	statistics	network analysis
Sebastian Zaunseder	image processing	machine learning	statistics
Ragnar Freij	discrete geometry	graph theory	coding theory
Juliano Araujo Wickboldt	computer networks	software defined networking	cloud computing
Sohini Roychowdhury	image processing	signal processing	machine learning
Mateusz Dziedzic	data mining	knowledge discovery	parallel algorithms
Nicolas Nisse	graph theory	algorithm	distributed algorithm
Fred Richardson	speech recognition	speaker recognition	topic modeling
Ken Pfeuffer	human computer interaction	eye tracking	ubiquitous computing
Kwanghoon Choi	programming languages	compilers	logic
Adam Gonczarek	machine learning	computer vision	artificial intelligence
Saayan Mitra	hybrid systems	formal methods	cyber physical systems
Steffen Helke	software engineering	formal methods	security
Lan Vu	parallel computing	high performance computing	data mining
Diane Gan	cyber security	digital forensics	networking
Haleh Khojasteh	cloud computing	wireless communication	stochastic processes
Bastian Könings	privacy	security	ubiquitous computing
Aruna Prem Bianzino	networking	computer science	routing
Daniel Denkovski	wireless communications	signal processing	information theory
Kazuyuki Miyazawa	video coding	computer vision	image processing
Gintautas Daunys	computer vision	human computer interaction	eye tracking
Anup Doshi	image processing	computer vision	machine learning
H. S. Behera	data mining	computational intelligence	pattern recognition
Yixin Luo	computer architectures	reliability	data centers
Kwang Moo Yi	computer vision	machine learning	augmented reality
Sen Xiang	machine learning	recommendation system	optimization
Atif Alamri	cloud computing	social networks	haptics
Naoto Yokoya	remote sensing	data fusion	image analysis
Oualid Missaoui	machine learning	pattern recognition	data mining
David M. Johnson	data mining	machine learning	pattern recognition
Andrew P. French	image analysis	systems biology	computer science
Wuhua Hu	modeling	estimation	optimization
Omid Namvar Gharehshiran	decision theory	adaptive learning	stochastic optimization
Rodrigo Tripodi Calumby	information retrieval	machine learning	image retrieval
Roberto Sebastiani	formal verification	automated reasoning	model checking
Adrian Sandu	numerical methods	high performance computing	sensitivity analysis
Faisal Farooq	machine learning	pattern recognition	natural language processing
Martin Drlík	computer science	data mining	e learning
Emiliano Betti	operating systems	embedded systems	high performance computing
Rong Wen	web search	information retrieval	data mining
Guillaume Salagnac	operating systems	programming languages	embedded systems
Sanae Rosen	computer networking	cellular networks	wireless networks
Anthony Widjaja Lin	verification	program analysis	web applications
Aykut Erdem	computer vision	pattern recognition	machine learning
Thomas Ndie Djotio	wireless mesh network	wireless network	wireless sensor network
Silvio Barra	biometrics	pattern recognition	video analysis
Abhijit Bendale	computer vision	machine learning	biometrics
Kim Mens	software engineering	software maintenance	software evolution
Francesco Solera	machine learning	deep learning	computer vision
Pravin Chandra	artificial neural networks	soft computing	biometrics
Charles Crichton	computer science	software engineering	health informatics
Rosa M. Benito	complex networks	social networks	dynamical systems
Djamal Boukerroui	image processing	image segmentation	medical imaging
Márk Félegyházi	security	computer security	networking
Lantian Li	signal processing	deep learning	speaker recognition
Frank Herzel	circuit design	integrated circuits	oscillators
Alfonso Niño	scientific computing	complex networks	parallel computing
John S. H. Baxter	medical image processing	multi objective optimization	augmented reality
Wenhan Luo	computer vision	pattern recognition	machine learning
Joachim Hertzberg	artificial intelligence	knowledge based systems	robotics
Feifei Zhai	machine translation	natural language processing	machine learning
Raed Shatnawi	software engineering	software metrics	data mining
Alessio Bucaioni	model driven engineering	embedded systems	software engineering
Bogdan Alexe	computer vision	machine learning	artificial intelligence
Md. Golam Rabbani	cloud computing	data center	wireless communication
Tim Van den Bulcke	bioinformatics	medical informatics	machine learning
Patrick Koch	data mining	machine learning	computational intelligence
Ghada Badr	bioinformatics	database	data mining
Brian DeCann	pattern recognition	machine learning	biometrics
Yanchuan Sim	artificial intelligence	natural language processing	machine learning
Atreyee Sinha	computer vision	pattern recognition	artificial intelligence
Orlando Loques	software architecture	pervasive computing	health informatics
Farrukh Aslam Khan	wireless networks	network security	computational intelligence
Fan Sun	machine learning	information theory	digital signal processing
Kyungsuk Pyun	machine learning	deep learning	classification
Wen Fang	robotics	neural network	fuzzy logic
Shay Kutten	distributed algorithms	distributed computing	networking
Ulrik Eklund	software engineering	systems engineering	software architecture
Giannicola Scarpa	quantum information	graph theory	game theory
Erfan Davami	artificial intelligence	machine learning	computer vision
Oshri Naparstek	signal processing	communications	optimization
Eduardo Fermé	belief revision	knowledge representation	reasoning
Massimo Benerecetti	theoretical computer science	formal methods	model checking
Maciej Luczak	machine learning	data mining	time series
Laura Carnevali	software engineering	formal methods	performance evaluation
Fereidoon Shams Aliee	software architecture	enterprise architecture	service oriented architecture
Eduardo Freire Nakamura	data fusion	information fusion	pervasive computing
Benjamin Piwowarski	information retrieval	computational linguistics	machine learning
Cynthia Gibas	genomics	bioinformatics	data visualization
Peyman Nasirifard	social network analysis	information retrieval	recommendation systems
Julien Bect	statistics	stochastic processes	global optimization
Tjeerd Dijkstra	systems biology	bioinformatics	machine learning
Refik Soyer	statistics	operations research	information theory
Francesco Donnarumma	machine learning	neural networks	computer vision
Vladimir Marjanovic	high performance computing	parallel programming	performance modeling
Sandra Paterlini	statistics	evolutionary computation	clustering
Pablo Bustos	robotics	artificial intelligence	social robots
Christian Kothe	brain computer interfacing	machine learning	signal processing
Shiguang Shan	computer vision	pattern recognition	machine learning
Yasir Rahmatallah	bioinformatics	computational biology	wireless communications
Susan Bull	user model	personalization	learning analytics
Ronny Wichers Schreur	computing science	security	programming
Amichai Painsky	machine learning	information theory	data mining
Michal Chromiak	databases	data integration	distributed databases
Virginia Savova	molecular biology	computational biology	machine learning
Michal Draminski	artificial intelligence	big data	bioinformatics
George Suciu	networks	cloud computing	signal processing
Faisal Abouzaid	formal methods	distributed systems	web services
Soumith Chintala	artificial intelligence	deep learning	machine learning
Ayush Singhal	data mining	information retrieval	text mining
Alina Patelli	artificial intelligence	evolutionary computation	semantic web
Adam Doupé	computer security	web applications	static analysis
Li Zhong	computational geometry	computer graphics	data mining
Mike Schuster	speech recognition	machine learning	statistical models
Amjad Mehmood	wireless sensor network	cloud computing	multi agent system
Tingfan Wu	robotics	computer vision	machine learning
Ivan Erill	bioinformatics	genomics	machine learning
Milan Hladík	optimization	numerical analysis	linear algebra
Rebecca Ferguson	education	learning analytics	distance learning
Tomofumi Yuki	compilers	programming languages	high level synthesis
Sebastian García Galán	machine learning	grid computing	cloud computing
Fabio Roda	operations research	systems engineering	recommender systems
Sébastien Bubeck	machine learning	convex optimization	information theory
Allison Sauppé	human robot interaction	collaboration	computer science education
Michele Pace	swarm intelligence	mathematics	multi agent systems
Sven Dähne	machine learning	neuroimaging	neuroscience
